ANO;Municipio;Regiao;V1;V2;V3;V4;V5;V6;V7
2017;Munhoz de Melo;41015_15ª RS Maringá;89.2;0;0;0;5;1;0
2013;Nossa Senhora das Graças;41015_15ª RS Maringá;30.2;2;0;0;5;1;1
2014;Nossa Senhora das Graças;41015_15ª RS Maringá;28.9;1;0;0;7;0;0
2015;Nossa Senhora das Graças;41015_15ª RS Maringá;37.1;1;0;0;4;6;0
2016;Nossa Senhora das Graças;41015_15ª RS Maringá;31.5;0;0;0;3;4;0
2017;Nossa Senhora das Graças;41015_15ª RS Maringá;34;2;0;0;0;4;1
2013;Nova Esperança;41015_15ª RS Maringá;148.7;6;1;0;37;2;1
2014;Nova Esperança;41015_15ª RS Maringá;171.6;2;0;2;48;1;1
2015;Nova Esperança;41015_15ª RS Maringá;184.3;2;0;0;35;7;2
2016;Nova Esperança;41015_15ª RS Maringá;149.2;0;0;0;41;1;2
2017;Nova Esperança;41015_15ª RS Maringá;176.8;0;0;2;35;3;1
2013;Ourizona;41015_15ª RS Maringá;163.4;0;0;0;2;0;0
2014;Ourizona;41015_15ª RS Maringá;181.3;0;0;0;8;1;1
2015;Ourizona;41015_15ª RS Maringá;213.2;0;0;0;2;2;0
2016;Ourizona;41015_15ª RS Maringá;197.1;1;0;0;3;1;0
2017;Ourizona;41015_15ª RS Maringá;235;0;0;0;4;0;0
2013;Paiçandu;41015_15ª RS Maringá;136.4;5;1;1;41;9;2
2014;Paiçandu;41015_15ª RS Maringá;161;1;0;2;39;6;2
2015;Paiçandu;41015_15ª RS Maringá;153.5;2;0;0;38;5;1
2016;Paiçandu;41015_15ª RS Maringá;153.6;4;0;3;33;5;0
2017;Paiçandu;41015_15ª RS Maringá;157.6;11;0;3;45;12;3
2013;Paranacity;41015_15ª RS Maringá;30;1;0;0;10;0;0
2014;Paranacity;41015_15ª RS Maringá;30.3;0;0;1;11;3;1
2015;Paranacity;41015_15ª RS Maringá;29.1;0;0;2;6;0;1
2016;Paranacity;41015_15ª RS Maringá;26.7;1;0;1;15;1;0
2017;Paranacity;41015_15ª RS Maringá;33.2;1;0;2;15;8;0
2013;Presidente Castelo Branco;41015_15ª RS Maringá;32.3;1;0;1;9;0;0
2014;Presidente Castelo Branco;41015_15ª RS Maringá;39;0;0;0;6;1;0
2015;Presidente Castelo Branco;41015_15ª RS Maringá;40.2;2;1;0;7;1;0
2016;Presidente Castelo Branco;41015_15ª RS Maringá;42.5;0;0;0;2;5;0
2017;Presidente Castelo Branco;41015_15ª RS Maringá;73.2;0;0;0;6;4;1
2013;Santa Fé;41015_15ª RS Maringá;135.1;1;1;0;16;0;1
2014;Santa Fé;41015_15ª RS Maringá;135.7;1;0;0;15;0;0
2015;Santa Fé;41015_15ª RS Maringá;153.8;2;1;1;16;1;1
2016;Santa Fé;41015_15ª RS Maringá;134.1;0;0;0;13;1;0
2017;Santa Fé;41015_15ª RS Maringá;151.1;2;0;0;14;3;1
2013;Santa Inês;41015_15ª RS Maringá;12.2;0;0;0;2;0;0
2014;Santa Inês;41015_15ª RS Maringá;8.9;8;0;0;2;1;0
2015;Santa Inês;41015_15ª RS Maringá;11.5;0;0;0;2;1;0
2016;Santa Inês;41015_15ª RS Maringá;11.9;3;1;0;3;1;0
2017;Santa Inês;41015_15ª RS Maringá;15;1;1;0;0;0;0
2013;Santo Inácio;41015_15ª RS Maringá;59.3;0;0;2;10;0;0
2014;Santo Inácio;41015_15ª RS Maringá;39.4;23;0;0;5;0;0
2015;Santo Inácio;41015_15ª RS Maringá;26.2;1;1;0;7;3;0
2016;Santo Inácio;41015_15ª RS Maringá;38.1;6;0;2;6;6;1
2017;Santo Inácio;41015_15ª RS Maringá;39.1;0;0;0;7;3;0
2013;São Jorge do Ivaí;41015_15ª RS Maringá;300;0;0;0;3;0;1
2014;São Jorge do Ivaí;41015_15ª RS Maringá;370.2;0;0;1;7;0;0
2015;São Jorge do Ivaí;41015_15ª RS Maringá;426.7;0;0;1;4;1;0
2016;São Jorge do Ivaí;41015_15ª RS Maringá;396.4;0;0;1;4;2;0
2017;São Jorge do Ivaí;41015_15ª RS Maringá;248.5;2;2;0;6;12;0
2013;Sarandi;41015_15ª RS Maringá;92.7;9;0;3;77;4;7
2014;Sarandi;41015_15ª RS Maringá;129.5;1;0;7;78;9;4
2015;Sarandi;41015_15ª RS Maringá;107.1;7;0;6;80;16;6
2016;Sarandi;41015_15ª RS Maringá;86;10;0;8;91;63;8
2017;Sarandi;41015_15ª RS Maringá;103.1;4;1;4;97;106;10
2013;Uniflor;41015_15ª RS Maringá;45.9;0;0;0;1;1;0
2014;Uniflor;41015_15ª RS Maringá;33.1;0;0;0;4;0;0
2015;Uniflor;41015_15ª RS Maringá;35.8;0;0;0;1;0;0
2016;Uniflor;41015_15ª RS Maringá;31.4;0;0;0;3;0;0
2017;Uniflor;41015_15ª RS Maringá;49.1;1;0;0;3;0;0
2013;Apucarana;41016_16ª RS Apucarana;253.2;13;5;6;180;8;9
2014;Apucarana;41016_16ª RS Apucarana;263.5;18;5;8;164;14;10
2015;Apucarana;41016_16ª RS Apucarana;316.4;3;1;4;133;15;5
2016;Apucarana;41016_16ª RS Apucarana;272.5;8;2;8;172;60;9
2017;Apucarana;41016_16ª RS Apucarana;287.3;12;1;10;166;61;9
2013;Arapongas;41016_16ª RS Apucarana;276.2;7;2;9;135;20;6
2014;Arapongas;41016_16ª RS Apucarana;277.8;5;0;6;122;41;6
2015;Arapongas;41016_16ª RS Apucarana;333.4;4;0;4;121;45;11
2016;Arapongas;41016_16ª RS Apucarana;318.6;4;2;6;141;50;8
2017;Arapongas;41016_16ª RS Apucarana;299.7;4;1;8;159;52;10
2013;Bom Sucesso;41016_16ª RS Apucarana;58.4;2;1;0;7;0;0
2014;Bom Sucesso;41016_16ª RS Apucarana;86.3;2;1;0;7;0;0
2015;Bom Sucesso;41016_16ª RS Apucarana;101.4;4;2;1;7;1;0
2016;Bom Sucesso;41016_16ª RS Apucarana;99.4;3;0;1;7;6;0
2017;Bom Sucesso;41016_16ª RS Apucarana;125.6;2;1;0;16;11;0
2013;Borrazópolis;41016_16ª RS Apucarana;249.9;0;0;1;13;0;4
2014;Borrazópolis;41016_16ª RS Apucarana;218.7;0;0;0;10;1;1
2015;Borrazópolis;41016_16ª RS Apucarana;220.9;2;2;2;11;1;1
2016;Borrazópolis;41016_16ª RS Apucarana;217.1;1;1;0;9;2;2
2017;Borrazópolis;41016_16ª RS Apucarana;221.3;1;1;1;8;3;0
2013;Califórnia;41016_16ª RS Apucarana;61.8;0;0;0;8;0;0
2014;Califórnia;41016_16ª RS Apucarana;74.6;1;1;0;10;1;0
2015;Califórnia;41016_16ª RS Apucarana;87.3;1;1;0;12;2;0
2016;Califórnia;41016_16ª RS Apucarana;83.9;2;0;0;10;2;2
2017;Califórnia;41016_16ª RS Apucarana;84.7;0;0;0;11;0;3
2013;Cambira;41016_16ª RS Apucarana;66.9;1;1;0;5;1;0
2014;Cambira;41016_16ª RS Apucarana;72.4;2;1;0;4;0;1
2015;Cambira;41016_16ª RS Apucarana;86.2;4;2;1;5;1;0
2016;Cambira;41016_16ª RS Apucarana;85;0;0;0;17;1;2
2017;Cambira;41016_16ª RS Apucarana;101.4;1;1;0;8;4;0
2013;Faxinal;41016_16ª RS Apucarana;378.1;1;0;1;20;0;2
2014;Faxinal;41016_16ª RS Apucarana;392.7;0;0;0;14;0;0
2015;Faxinal;41016_16ª RS Apucarana;430.8;0;0;2;19;0;2
2016;Faxinal;41016_16ª RS Apucarana;421.6;0;0;1;23;2;3
2017;Faxinal;41016_16ª RS Apucarana;382.2;0;0;0;16;2;3
2013;Grandes Rios;41016_16ª RS Apucarana;45.4;0;0;1;4;0;0
2014;Grandes Rios;41016_16ª RS Apucarana;51.4;3;2;0;4;2;2
2015;Grandes Rios;41016_16ª RS Apucarana;54.2;0;0;0;3;1;0
2016;Grandes Rios;41016_16ª RS Apucarana;62.4;1;1;0;5;2;0
2017;Grandes Rios;41016_16ª RS Apucarana;65.4;2;2;0;3;2;2
2013;Jandaia do Sul;41016_16ª RS Apucarana;89.7;15;8;1;27;10;5
2014;Jandaia do Sul;41016_16ª RS Apucarana;113.1;9;2;3;40;4;1
2015;Jandaia do Sul;41016_16ª RS Apucarana;156;5;2;1;40;19;0
2016;Jandaia do Sul;41016_16ª RS Apucarana;97.5;4;1;1;29;19;2
2017;Jandaia do Sul;41016_16ª RS Apucarana;73.7;5;2;1;40;45;4
2013;Kaloré;41016_16ª RS Apucarana;113.7;2;2;0;9;0;0
2014;Kaloré;41016_16ª RS Apucarana;108.9;2;2;0;7;2;0
2015;Kaloré;41016_16ª RS Apucarana;134.5;0;0;0;8;3;1
2016;Kaloré;41016_16ª RS Apucarana;114.9;0;0;0;12;0;0
2017;Kaloré;41016_16ª RS Apucarana;164;1;1;0;3;1;0
2013;Marilândia do Sul;41016_16ª RS Apucarana;314;0;0;1;9;2;1
2014;Marilândia do Sul;41016_16ª RS Apucarana;335.1;1;1;2;15;0;1
2015;Marilândia do Sul;41016_16ª RS Apucarana;355.4;0;0;0;13;1;2
2016;Marilândia do Sul;41016_16ª RS Apucarana;358.9;0;0;0;6;1;1
2017;Marilândia do Sul;41016_16ª RS Apucarana;360.9;0;0;0;6;1;0
2013;Marumbi;41016_16ª RS Apucarana;44;0;0;0;8;0;3
2014;Marumbi;41016_16ª RS Apucarana;59.1;0;0;0;2;0;0
2015;Marumbi;41016_16ª RS Apucarana;68.1;2;2;0;8;0;0
2016;Marumbi;41016_16ª RS Apucarana;53.2;0;0;0;10;2;1
2017;Marumbi;41016_16ª RS Apucarana;77.6;0;0;0;9;1;0
2013;Mauá da Serra;41016_16ª RS Apucarana;58.8;0;0;0;9;1;0
2014;Mauá da Serra;41016_16ª RS Apucarana;58.9;1;1;1;5;0;0
2015;Mauá da Serra;41016_16ª RS Apucarana;76.5;0;0;1;11;2;1
2016;Mauá da Serra;41016_16ª RS Apucarana;72.6;1;0;0;11;0;1
2017;Mauá da Serra;41016_16ª RS Apucarana;64.2;0;0;0;5;0;3
2013;Novo Itacolomi;41016_16ª RS Apucarana;41;0;0;0;6;0;1
2014;Novo Itacolomi;41016_16ª RS Apucarana;58.9;0;0;1;1;0;1
2015;Novo Itacolomi;41016_16ª RS Apucarana;66.4;2;0;0;2;1;0
2016;Novo Itacolomi;41016_16ª RS Apucarana;67.2;2;1;1;8;0;0
2017;Novo Itacolomi;41016_16ª RS Apucarana;53.2;0;0;0;1;0;0
2013;Rio Bom;41016_16ª RS Apucarana;67.2;2;1;0;4;7;0
2014;Rio Bom;41016_16ª RS Apucarana;72.9;1;0;0;4;7;0
2015;Rio Bom;41016_16ª RS Apucarana;107.7;0;0;0;5;3;0
2016;Rio Bom;41016_16ª RS Apucarana;83.2;0;0;0;4;1;0
2017;Rio Bom;41016_16ª RS Apucarana;88.2;1;1;0;4;5;1
2013;Sabáudia;41016_16ª RS Apucarana;149.2;1;1;1;9;1;0
2014;Sabáudia;41016_16ª RS Apucarana;155.9;0;0;1;6;2;0
2015;Sabáudia;41016_16ª RS Apucarana;191.8;0;0;1;15;1;0
2016;Sabáudia;41016_16ª RS Apucarana;156.6;0;0;1;8;3;2
2017;Sabáudia;41016_16ª RS Apucarana;171.7;2;1;0;10;1;0
2013;São Pedro do Ivaí;41016_16ª RS Apucarana;80.2;0;0;0;11;0;2
2014;São Pedro do Ivaí;41016_16ª RS Apucarana;98.2;0;0;0;7;0;0
2015;São Pedro do Ivaí;41016_16ª RS Apucarana;125.3;0;0;0;11;0;0
2016;São Pedro do Ivaí;41016_16ª RS Apucarana;155.2;0;0;2;11;2;2
2017;São Pedro do Ivaí;41016_16ª RS Apucarana;166.6;0;0;0;6;9;0
2013;Alvorada do Sul;41017_17ª RS Londrina;265.2;2;1;1;10;0;0
2014;Alvorada do Sul;41017_17ª RS Londrina;231.6;0;0;0;8;0;0
2015;Alvorada do Sul;41017_17ª RS Londrina;267.4;0;0;0;11;2;0
2016;Alvorada do Sul;41017_17ª RS Londrina;237.2;2;0;0;8;1;0
2017;Alvorada do Sul;41017_17ª RS Londrina;215.4;1;1;0;18;2;0
2013;Assaí;41017_17ª RS Londrina;408.2;0;0;0;23;0;1
2014;Assaí;41017_17ª RS Londrina;385.3;0;0;3;13;2;1
2015;Assaí;41017_17ª RS Londrina;493.2;0;0;0;30;3;2
2016;Assaí;41017_17ª RS Londrina;415.6;0;0;1;14;0;1
2017;Assaí;41017_17ª RS Londrina;396.7;0;0;0;19;0;2
2013;Bela Vista do Paraíso;41017_17ª RS Londrina;257.7;1;0;1;24;0;1
2014;Bela Vista do Paraíso;41017_17ª RS Londrina;191.3;3;2;0;20;0;1
2015;Bela Vista do Paraíso;41017_17ª RS Londrina;262.3;2;2;0;24;9;1
2016;Bela Vista do Paraíso;41017_17ª RS Londrina;279.8;0;0;0;30;1;2
2017;Bela Vista do Paraíso;41017_17ª RS Londrina;239.5;1;0;1;29;2;1
2013;Cafeara;41017_17ª RS Londrina;33.3;1;0;1;3;1;1
2014;Cafeara;41017_17ª RS Londrina;33.9;10;0;0;3;0;0
2015;Cafeara;41017_17ª RS Londrina;33.7;0;0;0;4;0;0
2016;Cafeara;41017_17ª RS Londrina;29.4;2;1;0;6;0;0
2017;Cafeara;41017_17ª RS Londrina;40.4;0;0;0;7;2;1
2013;Cambé;41017_17ª RS Londrina;499.4;3;1;3;133;11;1
2014;Cambé;41017_17ª RS Londrina;465.1;5;0;3;133;5;3
2015;Cambé;41017_17ª RS Londrina;575.8;11;4;4;147;37;2
2016;Cambé;41017_17ª RS Londrina;581.5;1;0;5;142;56;4
2017;Cambé;41017_17ª RS Londrina;542.5;2;0;11;130;76;5
2013;Centenário do Sul;41017_17ª RS Londrina;136.2;0;0;0;27;0;0
2014;Centenário do Sul;41017_17ª RS Londrina;120.7;0;0;0;18;0;0
2015;Centenário do Sul;41017_17ª RS Londrina;129.5;0;0;0;11;0;1
2016;Centenário do Sul;41017_17ª RS Londrina;148.7;2;0;0;11;2;1
2017;Centenário do Sul;41017_17ª RS Londrina;153.7;4;1;0;15;4;1
2013;Florestópolis;41017_17ª RS Londrina;89.9;1;1;0;11;0;0
2014;Florestópolis;41017_17ª RS Londrina;81.5;1;1;0;13;0;0
2015;Florestópolis;41017_17ª RS Londrina;105.8;0;0;0;23;1;0
2016;Florestópolis;41017_17ª RS Londrina;137.5;0;0;1;15;0;0
2017;Florestópolis;41017_17ª RS Londrina;127.3;1;1;0;15;3;1
2013;Guaraci;41017_17ª RS Londrina;39.9;0;0;0;6;0;0
2014;Guaraci;41017_17ª RS Londrina;40.7;0;0;0;11;0;1
2015;Guaraci;41017_17ª RS Londrina;48.2;0;0;0;10;1;0
2016;Guaraci;41017_17ª RS Londrina;53.8;0;0;0;6;2;0
2017;Guaraci;41017_17ª RS Londrina;57.6;1;0;1;5;3;1
2013;Ibiporã;41017_17ª RS Londrina;279.6;4;0;4;83;2;3
2014;Ibiporã;41017_17ª RS Londrina;252.2;12;3;1;62;8;2
2015;Ibiporã;41017_17ª RS Londrina;300.9;3;1;3;79;18;5
2016;Ibiporã;41017_17ª RS Londrina;273.1;1;1;2;72;33;2
2017;Ibiporã;41017_17ª RS Londrina;272.8;4;0;4;70;67;2
2013;Jaguapitã;41017_17ª RS Londrina;204.2;0;0;1;16;2;3
2014;Jaguapitã;41017_17ª RS Londrina;177.1;0;0;1;25;2;1
2015;Jaguapitã;41017_17ª RS Londrina;231.8;1;0;0;16;1;1
2016;Jaguapitã;41017_17ª RS Londrina;195.9;4;0;3;10;12;1
2017;Jaguapitã;41017_17ª RS Londrina;221.6;7;0;2;16;12;0
2013;Jataizinho;41017_17ª RS Londrina;203.1;1;0;0;19;3;1
2014;Jataizinho;41017_17ª RS Londrina;184.3;3;1;1;12;0;1
2015;Jataizinho;41017_17ª RS Londrina;177;0;0;2;20;1;0
2016;Jataizinho;41017_17ª RS Londrina;157.5;0;0;1;13;0;0
2017;Jataizinho;41017_17ª RS Londrina;170.4;0;0;1;21;4;1
2013;Londrina;41017_17ª RS Londrina;924.3;41;8;34;698;164;34
2014;Londrina;41017_17ª RS Londrina;822.3;33;12;29;707;161;27
2015;Londrina;41017_17ª RS Londrina;996.9;22;7;26;718;129;30
2016;Londrina;41017_17ª RS Londrina;949.5;16;3;29;781;196;40
2017;Londrina;41017_17ª RS Londrina;891.5;9;1;17;743;289;47
2013;Lupionópolis;41017_17ª RS Londrina;89.5;1;1;0;5;0;0
2014;Lupionópolis;41017_17ª RS Londrina;72.2;11;0;0;10;1;0
2015;Lupionópolis;41017_17ª RS Londrina;61.1;6;3;0;5;1;0
2016;Lupionópolis;41017_17ª RS Londrina;60.8;0;0;0;6;1;0
2017;Lupionópolis;41017_17ª RS Londrina;53.3;2;0;0;9;1;0
2013;Miraselva;41017_17ª RS Londrina;8.1;0;0;0;3;0;0
2014;Miraselva;41017_17ª RS Londrina;6.4;0;0;0;5;1;0
2015;Miraselva;41017_17ª RS Londrina;14.8;0;0;0;5;0;0
2016;Miraselva;41017_17ª RS Londrina;7.7;0;0;0;3;0;0
2017;Miraselva;41017_17ª RS Londrina;5.7;0;0;1;5;0;0
2013;Pitangueiras;41017_17ª RS Londrina;156.6;0;0;0;3;0;0
2014;Pitangueiras;41017_17ª RS Londrina;160.6;0;0;0;1;1;0
2015;Pitangueiras;41017_17ª RS Londrina;182.2;1;0;0;5;0;0
2016;Pitangueiras;41017_17ª RS Londrina;155.3;0;0;0;2;1;1
2017;Pitangueiras;41017_17ª RS Londrina;150;0;0;0;5;1;0
2013;Porecatu;41017_17ª RS Londrina;40.2;0;0;0;17;0;0
2014;Porecatu;41017_17ª RS Londrina;35;1;0;0;30;0;1
2015;Porecatu;41017_17ª RS Londrina;44.1;1;1;1;20;0;1
2016;Porecatu;41017_17ª RS Londrina;45.5;0;0;0;20;2;0
2017;Porecatu;41017_17ª RS Londrina;49.9;4;1;1;18;2;0
2013;Prado Ferreira;41017_17ª RS Londrina;99.5;0;0;0;3;1;1
2014;Prado Ferreira;41017_17ª RS Londrina;91.6;2;2;1;7;2;0
2015;Prado Ferreira;41017_17ª RS Londrina;103.6;0;0;0;11;1;0
2016;Prado Ferreira;41017_17ª RS Londrina;98.5;0;0;0;4;1;0
2017;Prado Ferreira;41017_17ª RS Londrina;79.7;0;0;0;1;6;0
2013;Primeiro de Maio;41017_17ª RS Londrina;208.5;0;0;0;15;0;
2014;Primeiro de Maio;41017_17ª RS Londrina;206.5;1;1;0;11;0;
2015;Primeiro de Maio;41017_17ª RS Londrina;252;1;0;0;19;1;
2016;Primeiro de Maio;41017_17ª RS Londrina;281.8;0;0;0;11;0;
2017;Primeiro de Maio;41017_17ª RS Londrina;276.2;0;0;0;16;3;
2013;Rolândia;41017_17ª RS Londrina;435;2;2;10;79;32;1
2014;Rolândia;41017_17ª RS Londrina;401.6;3;0;1;73;28;1
2015;Rolândia;41017_17ª RS Londrina;512.4;8;4;3;92;19;2
2016;Rolândia;41017_17ª RS Londrina;500.7;1;0;5;70;6;4
2017;Rolândia;41017_17ª RS Londrina;437.4;1;0;7;91;50;6
2013;Sertanópolis;41017_17ª RS Londrina;423.4;2;2;2;17;2;1
2014;Sertanópolis;41017_17ª RS Londrina;434.2;0;0;1;20;0;0
2015;Sertanópolis;41017_17ª RS Londrina;465.8;9;2;0;26;2;0
2016;Sertanópolis;41017_17ª RS Londrina;427.6;1;1;0;20;0;1
2017;Sertanópolis;41017_17ª RS Londrina;469.7;1;1;1;32;3;0
2013;Tamarana;41017_17ª RS Londrina;178.6;2;1;0;13;2;0
2014;Tamarana;41017_17ª RS Londrina;160.1;8;6;0;17;2;0
2015;Tamarana;41017_17ª RS Londrina;191.5;2;2;0;9;11;1
2016;Tamarana;41017_17ª RS Londrina;175.5;1;0;1;10;16;2
2017;Tamarana;41017_17ª RS Londrina;151.2;5;3;3;12;14;0
2013;Abatiá;41018_18ª RS Cornélio Procópio;102.6;1;1;1;6;0;2
2014;Abatiá;41018_18ª RS Cornélio Procópio;82.3;0;0;0;6;0;1
2015;Abatiá;41018_18ª RS Cornélio Procópio;105.5;0;0;0;9;6;2
2016;Abatiá;41018_18ª RS Cornélio Procópio;116.5;0;0;0;10;0;0
2017;Abatiá;41018_18ª RS Cornélio Procópio;109.3;0;0;1;13;1;2
2013;Andirá;41018_18ª RS Cornélio Procópio;234.9;2;2;0;27;0;0
2014;Andirá;41018_18ª RS Cornélio Procópio;183.5;1;0;1;22;5;0
2015;Andirá;41018_18ª RS Cornélio Procópio;176.3;3;3;1;31;2;1
2016;Andirá;41018_18ª RS Cornélio Procópio;210.8;1;0;1;28;1;1
2017;Andirá;41018_18ª RS Cornélio Procópio;225.4;0;0;3;27;1;1
2013;Bandeirantes;41018_18ª RS Cornélio Procópio;695.3;0;0;1;44;0;1
2014;Bandeirantes;41018_18ª RS Cornélio Procópio;456.3;0;0;1;44;0;2
2015;Bandeirantes;41018_18ª RS Cornélio Procópio;279;1;1;2;46;3;2
2016;Bandeirantes;41018_18ª RS Cornélio Procópio;328.5;0;0;4;36;1;0
2017;Bandeirantes;41018_18ª RS Cornélio Procópio;345.6;1;1;2;38;0;1
2013;Congonhinhas;41018_18ª RS Cornélio Procópio;159.7;0;0;0;12;1;1
2014;Congonhinhas;41018_18ª RS Cornélio Procópio;143.3;0;0;0;14;0;0
2015;Congonhinhas;41018_18ª RS Cornélio Procópio;166.1;2;2;0;12;1;0
2016;Congonhinhas;41018_18ª RS Cornélio Procópio;202.9;0;0;0;16;0;0
2017;Congonhinhas;41018_18ª RS Cornélio Procópio;203.1;0;0;1;12;1;0
2013;Cornélio Procópio;41018_18ª RS Cornélio Procópio;435.1;1;1;2;73;0;3
2014;Cornélio Procópio;41018_18ª RS Cornélio Procópio;454.4;2;2;4;58;4;1
2015;Cornélio Procópio;41018_18ª RS Cornélio Procópio;533.7;6;1;1;71;17;1
2016;Cornélio Procópio;41018_18ª RS Cornélio Procópio;469.5;0;0;3;71;5;2
2017;Cornélio Procópio;41018_18ª RS Cornélio Procópio;487.9;1;0;1;93;13;3
2013;Itambaracá;41018_18ª RS Cornélio Procópio;213.6;0;0;1;11;0;0
2014;Itambaracá;41018_18ª RS Cornélio Procópio;135.6;1;1;0;6;3;0
2015;Itambaracá;41018_18ª RS Cornélio Procópio;159;1;1;0;7;1;0
2016;Itambaracá;41018_18ª RS Cornélio Procópio;191.5;0;0;1;7;2;0
2017;Itambaracá;41018_18ª RS Cornélio Procópio;215.2;0;0;0;8;0;0
2013;Leópolis;41018_18ª RS Cornélio Procópio;290;1;0;1;11;1;0
2014;Leópolis;41018_18ª RS Cornélio Procópio;185.4;1;1;0;5;0;0
2015;Leópolis;41018_18ª RS Cornélio Procópio;230.9;0;0;0;7;4;0
2016;Leópolis;41018_18ª RS Cornélio Procópio;306.4;1;1;0;6;0;0
2017;Leópolis;41018_18ª RS Cornélio Procópio;331.3;0;0;0;6;0;0
2013;Nova América da Colina;41018_18ª RS Cornélio Procópio;83.3;0;0;0;6;0;2
2014;Nova América da Colina;41018_18ª RS Cornélio Procópio;41.9;0;0;0;7;0;0
2015;Nova América da Colina;41018_18ª RS Cornélio Procópio;80.8;0;0;0;3;2;0
2016;Nova América da Colina;41018_18ª RS Cornélio Procópio;83.4;0;0;0;5;0;0
2017;Nova América da Colina;41018_18ª RS Cornélio Procópio;79.4;0;0;0;3;0;0
2013;Nova Fátima;41018_18ª RS Cornélio Procópio;304.8;0;0;0;11;0;0
2014;Nova Fátima;41018_18ª RS Cornélio Procópio;130.5;0;0;0;11;0;0
2015;Nova Fátima;41018_18ª RS Cornélio Procópio;145.8;0;0;0;10;0;0
2016;Nova Fátima;41018_18ª RS Cornélio Procópio;209.9;0;0;1;12;0;0
2017;Nova Fátima;41018_18ª RS Cornélio Procópio;218.6;0;0;0;12;1;0
2013;Nova Santa Bárbara;41018_18ª RS Cornélio Procópio;74.8;0;0;0;6;0;0
2014;Nova Santa Bárbara;41018_18ª RS Cornélio Procópio;55.4;0;0;0;6;0;0
2015;Nova Santa Bárbara;41018_18ª RS Cornélio Procópio;62.3;2;1;1;4;0;0
2016;Nova Santa Bárbara;41018_18ª RS Cornélio Procópio;78.1;1;1;1;9;1;0
2017;Nova Santa Bárbara;41018_18ª RS Cornélio Procópio;73.7;0;0;0;4;0;0
2013;Rancho Alegre;41018_18ª RS Cornélio Procópio;191.9;0;0;0;7;0;0
2014;Rancho Alegre;41018_18ª RS Cornélio Procópio;155.3;0;0;0;6;0;0
2015;Rancho Alegre;41018_18ª RS Cornélio Procópio;178.2;0;0;0;6;0;0
2016;Rancho Alegre;41018_18ª RS Cornélio Procópio;196;0;0;0;9;0;0
2017;Rancho Alegre;41018_18ª RS Cornélio Procópio;209.6;1;1;0;7;0;1
2013;Ribeirão do Pinhal;41018_18ª RS Cornélio Procópio;115.7;0;0;0;11;1;0
2014;Ribeirão do Pinhal;41018_18ª RS Cornélio Procópio;106.5;0;0;0;18;4;0
2015;Ribeirão do Pinhal;41018_18ª RS Cornélio Procópio;134.4;0;0;1;17;2;2
2016;Ribeirão do Pinhal;41018_18ª RS Cornélio Procópio;154.9;0;0;0;22;1;3
2017;Ribeirão do Pinhal;41018_18ª RS Cornélio Procópio;147.8;1;0;1;16;1;1
2013;Santa Amélia;41018_18ª RS Cornélio Procópio;83.2;0;0;0;6;0;0
2014;Santa Amélia;41018_18ª RS Cornélio Procópio;40.4;0;0;0;1;0;0
2015;Santa Amélia;41018_18ª RS Cornélio Procópio;57.8;0;0;0;5;0;0
2016;Santa Amélia;41018_18ª RS Cornélio Procópio;77.1;0;0;0;7;0;0
2017;Santa Amélia;41018_18ª RS Cornélio Procópio;63.6;0;0;1;3;1;0
2013;Santa Cecília do Pavão;41018_18ª RS Cornélio Procópio;87.6;0;0;0;9;1;0
2014;Santa Cecília do Pavão;41018_18ª RS Cornélio Procópio;82.2;5;5;0;6;0;0
2015;Santa Cecília do Pavão;41018_18ª RS Cornélio Procópio;96.4;0;0;0;4;7;0
2016;Santa Cecília do Pavão;41018_18ª RS Cornélio Procópio;107.7;2;2;0;5;4;0
2017;Santa Cecília do Pavão;41018_18ª RS Cornélio Procópio;92.6;0;0;0;3;5;0
2013;Santa Mariana;41018_18ª RS Cornélio Procópio;439.7;0;0;0;15;0;3
2014;Santa Mariana;41018_18ª RS Cornélio Procópio;317.6;1;1;0;21;1;0
2015;Santa Mariana;41018_18ª RS Cornélio Procópio;377.2;0;0;1;16;0;1
2016;Santa Mariana;41018_18ª RS Cornélio Procópio;505.6;0;0;0;20;0;0
2017;Santa Mariana;41018_18ª RS Cornélio Procópio;546.8;1;0;0;20;5;0
2013;Santo Antônio do Paraíso;41018_18ª RS Cornélio Procópio;142.1;0;0;0;0;0;0
2014;Santo Antônio do Paraíso;41018_18ª RS Cornélio Procópio;135.8;0;0;0;3;1;0
2015;Santo Antônio do Paraíso;41018_18ª RS Cornélio Procópio;169.7;0;0;0;2;0;0
2016;Santo Antônio do Paraíso;41018_18ª RS Cornélio Procópio;187.4;0;0;0;2;0;0
2017;Santo Antônio do Paraíso;41018_18ª RS Cornélio Procópio;146.5;1;1;0;2;0;0
2013;São Jerônimo da Serra;41018_18ª RS Cornélio Procópio;276;0;0;1;14;0;1
2014;São Jerônimo da Serra;41018_18ª RS Cornélio Procópio;189.4;0;0;0;13;1;0
2015;São Jerônimo da Serra;41018_18ª RS Cornélio Procópio;227.2;0;0;2;10;0;1
2016;São Jerônimo da Serra;41018_18ª RS Cornélio Procópio;229.4;0;0;1;8;0;0
2017;São Jerônimo da Serra;41018_18ª RS Cornélio Procópio;241.9;0;0;1;7;1;1
